type,id,amount,oldbalanceOrig,newbalanceOrig,oldbalanceRec,newbalanceRec,Country,senders_name,ReceiversBank,SendersBank,receiver_name,TransactionDates,isFraud
cash_out,829c7fa5-bbda-4f89-bd97-77f6e292d53d,45797.26,113993.12,68195.86,75478.22,121275.48,Germany,John Foster,Bank of America,Barclays,Pamela Freeman,2025-03-16,False
transfer,0809c464-fc90-488a-a33b-b3e0d5f00f27,29402.73,33672.68,4269.95,35289.5,64692.23,Germany,Mary Robertson,Chase Bank,HSBC,Erin Jackson,2023-10-24,False
cash_out,1a426251-42d9-414a-81a7-945a3cfd1406,37867.27,88044.46,50177.19,32248.76,70116.03,USA,Sarah Anderson,HSBC,Chase Bank,Joshua Cole,2023-03-03,False
cash_out,d2088692-b1cc-46af-9435-b8a755b0ef97,5947.95,96723.96,90776.01,65240.53,71188.48,UK,Michael Walters,Bank of America,Kotak Mahindra Bank,Shannon Allen,2025-04-03,False
debit,1974f48a-4eb3-4c3f-8143-d2c56363153e,48039.65,82102.31,34062.66,34325.97,82365.62,France,Miss Susan Lopez,Chase Bank,Chase Bank,Rebecca Rollins,2025-02-13,False
cash_out,df93591a-22ea-488b-9b9b-be0beada7aab,7586.76,85868.88,78282.12,22300.39,29887.15,Canada,William Vazquez,Barclays,Deutsche Bank,Amy Williams,2021-03-26,False
transfer,5c7e1d58-18e2-4365-ba9c-010d750658f4,4455.69,91516.53,87060.84,36580.67,41036.36,Canada,Robin Romero,State Bank of India,Deutsche Bank,Christopher Williams,2025-05-17,False
cash_out,53e6ec05-38ac-4f0f-bcdc-75627b1960d8,43256.93,129711.93,86455.0,22104.73,65361.66,India,Dylan Sutton,Deutsche Bank,Standard Chartered,Linda Hinton,2020-08-12,False
debit,aa9af6c4-3b08-4388-a9d8-34b6072e4e7a,42898.25,61673.08,18774.83,86952.58,129850.83,France,Julie Pierce,HSBC,Barclays,Leslie Diaz,2023-06-20,False
cash_out,bc87e009-f2b2-4cf1-ab45-10c6b8fcce23,34433.22,132912.97,98479.75,50545.13,84978.35,UK,Jacqueline Smith,Chase Bank,HSBC,Isabella Oneal,2020-09-17,False
cash_out,d7b44659-4b98-4523-83f8-a27529bcca3d,29543.12,83069.42,53526.3,63979.17,93522.29,Germany,Isaiah Sparks,Barclays,Standard Chartered,George Morris,2024-06-22,False
debit,487d5aa2-2cb1-4ead-a04d-c8e260728a94,14695.76,28954.98,14259.22,942.99,15638.75,Singapore,Tanya Fuentes,Deutsche Bank,Chase Bank,Jeffrey Brown,2020-06-18,False
cash_out,8c662766-7922-4440-a0f1-e44cefd1b588,11565.59,89876.52,78310.93,94924.52,106490.11,India,David King,Wells Fargo,Kotak Mahindra Bank,James Davis,2021-02-19,False
transfer,de431e06-e924-4069-80bb-ae526ec01269,24952.1,87668.5,62716.4,28967.17,53919.27,UK,Margaret White,Kotak Mahindra Bank,HSBC,Hans Landa,2021-07-21,True
cash_out,c09b9019-44bb-48b0-80fa-0b224a252d29,40427.74,96094.17,55666.43,4515.46,44943.2,UK,Carol Rivas,Standard Chartered,DBS Bank,Sarah Merritt,2024-11-02,False
transfer,7014f468-95a3-4e99-a122-1bd339c7c9d0,47148.19,70469.24,23321.05,88564.77,135712.96,Canada,Jon Carpenter,HDFC Bank,HDFC Bank,Jonathan Massey,2020-08-02,False
cash_out,b601fb64-6492-416c-b2af-ae478262ded2,21565.0,21687.58,122.58,51119.72,72684.72,USA,Taylor Mcconnell,UBS,Wells Fargo,Kayla Young MD,2022-04-24,False
transfer,e3607026-06ae-4c01-8c51-f7d0ea5b5fe7,16054.87,48236.02,32181.15,32336.3,48391.17,UK,Yvette Robinson,Bank of America,ICICI Bank,Timothy Rasmussen,2024-08-13,False
debit,2f9af467-dc3c-4753-a79b-180a782b2e6d,46840.05,110934.42,64094.37,27751.93,74591.98,UK,Anthony Stafford,HDFC Bank,Wells Fargo,Sandra Kennedy,2025-05-04,False
transfer,ff417150-a796-4576-bf1c-8371cb5d8f06,47387.41,88579.65,41192.24,24495.31,71882.72,USA,Robert Williams,Chase Bank,ICICI Bank,Kelly Rodriguez,2024-05-05,False
transfer,4e83d34c-52f2-47f5-9b07-27af5719bfcc,7001.8,66744.71,59742.91,65801.3,72803.1,Canada,Cory Lopez,Deutsche Bank,Barclays,Melissa Miller,2025-04-21,False
debit,c57b75d7-7c05-4e18-bb16-75242c2f6ed9,30394.18,115550.51,85156.33,15533.24,45927.42,USA,Anthony Li,HSBC,ICICI Bank,Matthew Rice,2020-07-06,False
debit,f0a30c15-9a1a-454d-991c-a6af4d9dbcd1,41433.09,91807.64,50374.55,71379.2,112812.29,Canada,Anne Frank,ICICI Bank,State Bank of India,Louis Robinson,2023-03-05,False
transfer,7bd884e0-15ef-4770-89f4-97675bea5049,3740.67,10260.16,6519.49,31244.58,34985.25,USA,Ronald Hughes,Barclays,UBS,Catherine Young,2022-07-10,False
transfer,c97cd72c-7dec-4bb9-be5a-f91f9f869477,16458.82,110328.86,93870.04,35933.82,52392.64,India,Joyce Massey,DBS Bank,DBS Bank,Brittney Moore,2023-05-11,False
cash_out,89d266d2-5c4c-4fa1-97ac-9c926e10eeb6,31852.61,34432.02,2579.41,59544.86,91397.47,UK,Justin Yang,HSBC,UBS,Mary Tran,2022-02-28,False
cash_out,5ce08030-f04d-4c45-a6aa-dd6cdb27f241,18938.41,69687.09,50748.68,34936.09,53874.5,France,Calvin Rhodes,Chase Bank,DBS Bank,Danielle Braun,2024-06-03,False
cash_out,64d840e7-1614-4b4c-9195-adc2d7ff7770,17385.08,87731.48,70346.4,54639.29,72024.37,Germany,Janet Wolfe,Standard Chartered,State Bank of India,Joseph Turner,2021-09-23,False
cash_out,1b62f672-fdac-4a87-9173-acc53f4d905f,35248.15,84886.11,49637.96,90826.81,126074.96,Singapore,Bailey Benson,Chase Bank,HDFC Bank,Jennifer Baker,2025-04-29,False
cash_out,de069187-3e5c-4e44-98e0-8f4f45127efc,21782.07,83039.47,61257.4,46103.81,67885.88,India,Amanda Hobbs,State Bank of India,HSBC,Andrew Reid,2025-04-12,False
transfer,07ccf39b-76df-4885-b7c9-c46a92a0cc10,17711.85,62567.69,44855.84,86422.54,104134.39,France,Michaela Richardson,Standard Chartered,Barclays,Donald Carr,2024-04-08,False
transfer,d697b0ef-c7e2-4955-a909-7b7f8e4049fd,40762.78,117856.87,77094.09,41530.54,82293.32,France,Brittney Simmons,Deutsche Bank,ICICI Bank,Ray Jackson,2023-09-01,False
debit,4aac260a-2e16-40f1-a1b7-8b8a708cb816,277.71,93352.04,93074.33,58017.01,58294.72,USA,Brittany Greene,ICICI Bank,Bank of America,William Stewart,2020-12-14,False
cash_out,6ae24e00-897a-4419-a494-db55c084ab2e,22227.67,29433.37,7205.7,17962.47,40190.14,UK,Cynthia Blevins,Chase Bank,HDFC Bank,Jason Mills,2024-03-18,False
cash_out,3040e614-f16d-450e-ac51-8aba2fe114c7,27348.69,75093.19,47744.5,89057.38,116406.07,Canada,Jillian Lewis,Barclays,Chase Bank,Joseph Green,2022-07-28,False
debit,5482b352-335c-49c4-960d-935576ea9d7b,23412.34,112115.24,88702.9,62165.54,85577.88,India,Kenneth Salazar,DBS Bank,Standard Chartered,David Patel,2021-04-11,False
transfer,08e46668-f16f-44a0-987e-70e0c54207b0,22037.1,70864.87,48827.77,98369.86,120406.96,India,Holly Silva,Kotak Mahindra Bank,Chase Bank,Melissa Parsons,2024-06-17,False
cash_out,ddb1d48f-7dd0-4ee0-94e1-5b6b8d0ec187,35834.77,55913.2,20078.43,38788.56,74623.33,USA,Terry Hunt,Deutsche Bank,HSBC,Allen Christensen,2024-02-16,False
cash_out,391227ee-e469-4b33-b5ad-41df8e4f00d8,30435.45,68367.5,37932.05,11521.23,41956.68,Canada,Mrs. Kiara Davies MD,DBS Bank,Barclays,Virginia White,2023-11-24,False
transfer,becfa316-c66b-4a01-8f90-1410bfba290b,2695.35,26575.74,23880.39,30663.61,33358.96,Germany,Dr. Joseph Parsons,Chase Bank,Barclays,Diane Berg,2023-10-03,False
cash_out,cf4bc3e5-63d2-4fea-aaed-0dcc4ed327ec,11381.06,70145.74,58764.68,61376.4,72757.46,France,Brittany Smith,HSBC,HDFC Bank,Michael Simmons,2021-10-15,False
cash_out,9e780ba3-2667-45a5-bf9e-a33cb6db8696,18460.87,40124.1,21663.23,57237.16,75698.03,France,Kelly Wolfe,ICICI Bank,State Bank of India,Valerie Warren,2025-03-20,False
transfer,1ae09092-bed6-4242-967d-5a363b8fbff2,35593.78,130634.72,95040.94,89310.22,124904.0,France,Dominique Graves,Barclays,Chase Bank,Kenneth Jennings,2023-07-27,False
debit,e337efd8-88f1-48e0-afc2-1d81910d9203,23353.42,28444.68,5091.26,78428.38,101781.8,USA,Juan Romero,Barclays,Deutsche Bank,Heather Vega,2025-01-18,False
transfer,c81c597a-9ba1-4be2-879d-19c357e4267e,36474.96,44871.83,8396.87,44339.89,80814.85,UK,Christopher Johnston,Kotak Mahindra Bank,Deutsche Bank,Connie Neal,2023-11-22,False
cash_out,e7dc71a6-a4e9-4aa6-88db-343c80059b30,17026.4,76198.14,59171.74,80998.11,98024.51,USA,John Campbell,HDFC Bank,HSBC,Frank Woodward,2025-01-21,False
debit,2dea0cc8-91d8-4d82-88ef-66969ecae464,35989.49,77898.25,41908.76,63485.61,99475.1,Singapore,Luis Roberts,ICICI Bank,HSBC,Eric Frost,2025-03-07,False
debit,ae527935-67df-4ad3-abce-57b35b02d0e3,19915.09,110654.89,90739.8,55122.71,75037.8,Germany,Jennifer Anderson,Wells Fargo,HDFC Bank,Patrick Chan,2024-06-04,False
cash_out,c78351f6-a230-4a1a-b873-5206df5ff23a,21405.83,105922.82,84516.99,18536.17,39942.0,USA,Tasha Jackson,ICICI Bank,State Bank of India,Jennifer Ford,2021-01-31,False
transfer,ffbdfd1f-2f33-4bde-96b3-ae970918ef7f,16224.3,32683.24,16458.94,60028.65,76252.95,India,Anna Woodard,UBS,Chase Bank,Samuel Montoya,2023-11-23,False
transfer,8ab1eb8a-b36c-4f69-a4fa-7f0e7c6d8cd2,48227.86,130526.26,82298.4,80506.33,128734.19,France,Mitchell Allen,Wells Fargo,HDFC Bank,Mitchell Garcia,2024-07-27,False
transfer,6a1211f2-7c19-4687-90bc-b2f62c1d5acd,48254.92,94336.44,46081.52,6348.94,54603.86,USA,James Price,UBS,Chase Bank,Karen Marquez,2024-06-07,False
cash_out,a1027a45-7e4e-4273-8ae1-9e7e1b6d8927,27045.31,122735.85,95690.54,66843.2,93888.51,India,Monica Smith,HSBC,HSBC,Felicia Cannon,2020-09-29,False
transfer,0e5c969b-b183-4df9-a7f3-8c77e17e22cf,44180.24,70711.4,26531.16,55421.0,99601.24,France,Michael Arroyo,UBS,DBS Bank,Cheryl Brewer,2021-09-06,False
transfer,aa602364-8cd6-4c96-b763-7d0f12c2637a,7666.08,59209.92,51543.84,20450.86,28116.94,Singapore,Connie Walker,State Bank of India,HSBC,Kathryn Hamilton,2021-11-15,False
cash_out,bcf02dcc-de44-4013-a20c-6e7e4dd2f297,45593.5,126673.21,81079.71,92972.89,138566.39,Germany,Robert Williams,Standard Chartered,DBS Bank,Tanya Fisher,2024-11-01,False
cash_out,8a125174-d625-4de1-82ad-e91ba0e9cf5d,11460.92,14761.02,3300.1,21553.26,33014.18,Germany,Kimberly Scott,HDFC Bank,Bank of America,Mark West,2022-07-04,False
cash_out,83208010-9cb0-4090-91fc-4f1782494135,32649.91,42128.03,9478.12,68574.49,101224.4,Singapore,Devin Bryant,DBS Bank,Kotak Mahindra Bank,Yolanda Carrillo,2023-01-25,False
transfer,b54d03d4-8422-4042-ab1b-e442f066891e,2172.34,41753.31,39580.97,43397.27,45569.61,India,Daniel Flores,HDFC Bank,Chase Bank,Sarah Cole,2022-11-10,False
cash_out,a4880369-4b40-4975-8253-dac4006484a9,10194.87,65590.98,55396.11,37792.06,47986.93,Canada,Jessica Lane,Deutsche Bank,Deutsche Bank,Robert Wong,2023-04-18,False
cash_out,f2f4db91-452e-4f27-b631-e8994f2f5d45,17504.1,68528.59,51024.49,43864.02,61368.12,Singapore,Meghan Bell,Bank of America,HDFC Bank,Gabriela Prince,2024-10-29,False
debit,ee390e8e-d470-4607-999f-61a735f7544f,30830.89,36093.34,5262.45,57154.47,87985.36,France,Melissa Williams,Standard Chartered,Wells Fargo,Joseph Williams,2022-10-21,False
transfer,74e63e0c-1d6e-4ab6-9867-a007fe7ddbdb,27559.82,91642.2,64082.38,67597.83,95157.65,Canada,Gregory Hopkins,Deutsche Bank,Wells Fargo,Christina Williams,2022-12-27,False
cash_out,ae12510d-685d-46d2-8a18-ac67b78a986f,13979.17,66274.76,52295.59,50582.21,64561.38,India,Allison Williams,Standard Chartered,Standard Chartered,Cindy Diaz,2024-03-23,False
debit,2acf3cab-48cc-4955-a391-501bf74d4785,48415.14,87042.82,38627.68,12985.5,61400.64,Singapore,Christina Brown,DBS Bank,State Bank of India,Michael Sanchez,2021-01-15,False
transfer,57cb2e46-45f7-4dd4-a8fc-87beef9b1f21,18723.53,109194.94,90471.41,35628.72,54352.25,France,Brenda Mcintyre,DBS Bank,Deutsche Bank,Ann Fisher,2023-10-10,False
transfer,638aa797-3441-4e5f-814e-a8ca04afd3d5,25502.15,113469.91,87967.76,93702.39,119204.54,Canada,Anita Myers,Wells Fargo,Wells Fargo,Cynthia Davis,2021-08-29,False
cash_out,c134f76e-a31a-4eb5-802e-a3e97f39fe45,32983.55,123083.56,90100.01,99651.55,132635.1,France,Sarah Rush,HDFC Bank,Kotak Mahindra Bank,Alexandra Obrien,2020-06-16,False
cash_out,9297eaac-fcc2-4d18-92ae-f13c963bd564,6891.0,46957.18,40066.18,62829.63,69720.63,UK,Bryan Miller,ICICI Bank,Deutsche Bank,Susan Walker,2024-08-13,False
cash_out,66380ce1-869a-469b-8114-5dffda0f5e1b,15896.31,37363.61,21467.3,48714.59,64610.9,UK,James Taylor,Wells Fargo,Standard Chartered,Karen Bailey,2021-06-22,False
cash_out,2e0e1a69-c872-4ee0-9218-b876017b3a09,35708.92,46037.07,10328.15,65911.09,101620.01,USA,Thomas Cline,UBS,DBS Bank,Peter Thompson,2021-11-13,False
transfer,dcf692d6-fd59-42cf-b908-1d7e93fb021f,24539.74,36453.34,11913.6,36433.32,60973.06,Canada,Daniel Abbott,HSBC,State Bank of India,Anthony Melton,2022-06-18,False
debit,cac564c7-f159-47c1-996b-af6ba4273fc2,9359.88,60495.75,51135.87,11269.46,20629.34,Germany,Gabrielle Little,Standard Chartered,Wells Fargo,Brianna Mullen MD,2025-02-19,False
transfer,866c38ae-8845-4d69-83f0-dba7709730cd,31083.14,112941.96,81858.82,90527.51,121610.65,India,Robert Abbott,Barclays,DBS Bank,Bridget Love,2021-02-23,False
cash_out,72361a7b-867e-4f5d-aada-32f08874da31,45096.34,129911.33,84814.99,38186.57,83282.91,France,Kim Thompson,Chase Bank,HDFC Bank,Kim Mathis,2020-09-25,False
transfer,21c20510-b6b2-413c-b79f-0581b907e44b,15007.87,105371.69,90363.82,65966.64,80974.51,Canada,Amanda Campbell,HDFC Bank,Deutsche Bank,Amanda Hunt,2025-04-08,False
transfer,3dbcf1e1-aa11-4545-979e-00d5a4bb8b07,7210.28,9794.41,2584.13,45363.19,52573.47,Singapore,John Waters,Standard Chartered,Deutsche Bank,Samantha Hall,2023-06-04,False
cash_out,043f1b5f-3d95-4061-9c36-036fbeba0619,46077.79,81859.89,35782.1,8996.65,55074.44,France,Jay Parks,Bank of America,UBS,Bridget Walter,2025-05-14,False
transfer,425e94b8-1233-4bdb-ac05-63cbdde10ea7,489.3,48025.17,47535.87,69109.78,69599.08,India,James Roberts,DBS Bank,Deutsche Bank,Caroline Peterson,2022-08-19,False
debit,929c64a3-b98c-402f-8cb2-dfde8e3d7d53,4540.83,102721.95,98181.12,83103.71,87644.54,Singapore,Ashley Mclean,Chase Bank,Chase Bank,Tammy Rowe,2022-09-11,False
cash_out,ba19d813-ce8c-4451-a5e5-f25dda95d8b8,27758.59,75181.36,47422.77,50614.92,78373.51,India,Roger Anderson,HDFC Bank,Chase Bank,Diane Webb,2022-06-30,False
cash_out,acd3e094-7c5d-4ac4-a304-af49a898fdd4,48266.75,82890.36,34623.61,50605.49,98872.24,USA,Jerry Lewis,Chase Bank,State Bank of India,Casey Harris,2021-03-13,False
transfer,183086bb-9e33-42d7-b1d9-50d40794de7e,31498.61,64123.32,32624.71,15701.02,47199.63,Canada,Amy Parks,Chase Bank,Standard Chartered,Carlos Herrera,2022-04-07,False
transfer,94f7a2d6-e45d-4292-8959-72b9957acba8,7283.78,65483.87,58200.09,96667.13,103950.91,UK,Gloria Phillips,ICICI Bank,HDFC Bank,Molly Garza,2024-07-18,False
transfer,93db50aa-0814-42f9-8934-3416dfcc3f55,2923.79,34256.3,31332.51,34139.39,37063.18,UK,Corey Pena,ICICI Bank,Bank of America,Madison Cox,2022-07-09,False
cash_out,29353aa9-5ae2-4353-bffa-18523774bbcc,4138.3,42803.35,38665.05,56911.87,61050.17,India,Jill Anderson,Barclays,Standard Chartered,Phillip Allen,2023-11-23,False
transfer,a9bdc96f-160b-4edd-adfa-8dfca403ac76,15623.93,34144.81,18520.88,22477.77,38101.7,India,Donna Garcia,Bank of America,Chase Bank,Jeffrey Cook,2025-01-04,False
debit,a0ef8109-c72e-4367-aef4-1c729a9b4c58,8457.36,29425.9,20968.54,31510.19,39967.55,France,Shannon Horn,HDFC Bank,Bank of America,Harry Ochoa,2023-11-14,False
cash_out,84e126d1-54ac-4e20-a91b-b5ed68ba8665,33808.4,105664.42,71856.02,29045.37,62853.77,Singapore,Amanda Logan,Bank of America,Standard Chartered,Amy Randolph,2025-03-09,False
cash_out,f3bf94d2-27fe-4e10-a50d-d7c8dba8b553,20193.54,73481.37,53287.83,14251.05,34444.59,India,Jenna Martin,HSBC,Kotak Mahindra Bank,Eric Hansen,2025-03-05,False
transfer,c9d6d7f1-89e7-4312-ace3-184a253cb463,3844.49,83915.97,80071.48,37046.84,40891.33,India,Stephanie Rogers,ICICI Bank,Kotak Mahindra Bank,Todd Jones,2024-12-12,False
cash_out,19de3bfd-1b9c-4125-9ab4-d6f2cb62b998,27001.33,27751.88,750.55,24284.3,51285.63,India,Jessica Torres,Kotak Mahindra Bank,DBS Bank,Shannon Douglas,2023-02-15,False
debit,0aa6a298-83bc-4530-a20a-4e58113f7d20,14944.79,80181.93,65237.14,65822.44,80767.23,Germany,Christopher Gaines,State Bank of India,Barclays,Brian Morgan,2021-11-12,False
debit,047ed8e7-e429-4f62-98df-7c10f9e2be52,25411.64,46036.15,20624.51,46209.7,71621.34,India,Christopher Osborn,Chase Bank,State Bank of India,Rebekah Ball,2024-07-24,False
debit,537e574e-db5c-4ace-84fc-c9f4ea97e3ae,1950.27,48098.22,46147.95,19096.35,21046.62,Singapore,Lisa Carter,ICICI Bank,Barclays,Kimberly Logan,2023-03-15,False
debit,5d22c4fc-7762-49c1-b42d-bf68fa5a66cb,27862.3,54625.6,26763.3,41376.27,69238.57,Singapore,Timothy Keller,Wells Fargo,Standard Chartered,Thomas Pearson,2024-05-04,False
debit,1c4407ba-89d2-4097-a977-5d42ff44bb34,24159.32,35547.44,11388.12,61743.57,85902.89,Singapore,Ryan Hancock,Deutsche Bank,Standard Chartered,Shaun Navarro,2023-07-04,False
debit,68f82063-eeb1-4ad2-81a1-fb0f268b84b6,41336.7,111024.5,69687.8,4032.98,45369.68,Singapore,Raymond Gonzalez DVM,State Bank of India,Chase Bank,Sandeep Yadav,2022-07-17,True
transfer,b0f7dfaf-c10a-41ef-933a-e9fff44f9aba,29092.6,92371.35,63278.75,82588.26,111680.86,France,Shelia Johnson DVM,HSBC,Bank of America,Adam Martinez,2023-06-06,False
cash_out,9d6cca22-31ff-4329-a97a-1e637fbe54ac,23684.64,44445.36,20760.72,68401.44,92086.08,Singapore,Diana Holmes,Standard Chartered,Kotak Mahindra Bank,Patrick Spencer,2021-11-17,False
cash_out,33722ef6-bf73-42ef-a8aa-38f40a9c425e,6804.2,86335.16,79530.96,40590.86,47395.06,India,Emily Choi,DBS Bank,Deutsche Bank,Mark Ortega,2021-09-01,False
cash_out,0dc5fb06-8d58-49b7-b740-d87c500a174e,27376.1,87714.8,60338.7,77614.67,104990.77,USA,Donna Beck,HSBC,Bank of America,Tyler Daugherty,2023-09-14,False
cash_out,3865ab28-559c-47ae-9545-afe1f365d9d4,6815.5,9605.63,2790.13,7450.08,14265.58,Canada,Autumn Warner,Kotak Mahindra Bank,Wells Fargo,Sara Monroe,2020-08-27,False
transfer,f6161b87-664a-41f8-9d07-c7a24f383a19,22630.22,99451.86,76821.64,35397.86,58028.08,India,Tami Scott,Bank of America,DBS Bank,Natasha Vaughan,2023-05-29,False
transfer,171520b8-f37d-4ad9-a282-cd49b9d05e4e,10668.08,26042.05,15373.97,10843.97,21512.05,USA,Jacob Jones,State Bank of India,Standard Chartered,Andrea Hall,2022-02-24,False
debit,5c009a69-aa37-4383-af9e-3c5cb340e35d,15448.27,47972.87,32524.6,45367.67,60815.94,UK,Leslie Mclean,Kotak Mahindra Bank,Chase Bank,Jessica Wilson,2020-07-09,False
transfer,0a349670-be8b-45f3-b7e1-c9a264cc7a90,40798.34,58409.4,17611.06,56965.8,97764.14,Canada,Vincent Allen,UBS,State Bank of India,Stephanie Fisher,2025-05-23,False
transfer,1b445468-5339-4fbe-815e-e12f5a57ab46,17798.34,92827.64,75029.3,75765.8,93564.14,Singapore,Rhonda Foley,State Bank of India,HDFC Bank,Heather Perry,2022-12-07,False
cash_out,32daa506-91b4-4ee8-bff0-8e9d5b029509,44794.58,109495.76,64701.18,46292.4,91086.98,UK,Alicia Osborne DVM,Wells Fargo,Wells Fargo,Brittany Rocha,2025-02-12,False
debit,0f99b673-1ebc-4520-a4ab-f49e865794a3,31002.19,119992.36,88990.17,52206.76,83208.95,Singapore,Julia Ruiz DVM,HDFC Bank,Barclays,Adriana Woods,2024-11-19,False
debit,d84aa195-dbb8-48a4-a3d2-27bb972228c3,49761.97,119640.93,69878.96,17839.75,67601.72,USA,Kristin Mueller,ICICI Bank,ICICI Bank,Thomas Alexander,2023-09-30,False
debit,358e2b87-d211-4074-b205-8757d0f1913b,39144.49,117885.94,78741.45,19645.15,58789.64,Germany,Angel Morgan,Bank of America,State Bank of India,Emily Joseph,2021-03-30,False
debit,cb11ad51-1dc5-41c6-b12c-53317463c40f,38809.27,72910.96,34101.69,65768.34,104577.61,Singapore,Allen Soto,State Bank of India,State Bank of India,Diane Anderson,2022-05-16,False
debit,f3c7aec0-b166-4996-b902-19436aacd718,5624.41,22160.31,16535.9,3300.35,8924.76,Canada,Donald Obrien,Deutsche Bank,State Bank of India,Debra Williams,2023-03-13,False
transfer,80e96122-944a-4eec-8bdb-883f24656dec,24896.12,113776.76,88880.64,56028.6,80924.72,UK,Joshua Myers,DBS Bank,State Bank of India,Ryan Mendoza,2022-03-19,False
cash_out,755678cf-3f40-4d9e-b4be-9772b9a7f8e4,41834.59,122827.78,80993.19,35765.24,77599.83,France,Nancy Sanchez,Barclays,Bank of America,Laurie Green,2023-12-13,False
cash_out,619a77cd-e2c0-45e6-a417-6a88c996e7fc,40282.7,43171.83,2889.13,13085.58,53368.28,Singapore,Tanya Juarez,Chase Bank,DBS Bank,Tonya Turner,2022-11-29,False
transfer,5fad4fe3-3c6a-49a5-8156-e96114c1469a,14834.24,69964.66,55130.42,50929.69,65763.93,USA,Michael Bowman,HSBC,Standard Chartered,Timothy Padilla,2024-06-30,False
cash_out,cbca6b0b-ac08-4a8c-80f6-a0396f7c8f26,39038.83,115225.32,76186.49,88487.92,127526.75,UK,Christopher Nguyen,UBS,HDFC Bank,Johnny Brown,2024-12-23,False
debit,0c83355a-67cf-49f5-90ae-240e193ea33e,21974.0,44246.44,22272.44,73815.94,95789.94,France,Carl Baldwin,HSBC,Bank of America,Steven Moore,2022-04-29,False
transfer,2fe9f054-faaa-411c-a441-759097933c9d,25361.45,117173.39,91811.94,1339.5,26700.95,Canada,Adam Romero MD,Standard Chartered,Chase Bank,Robert Adkins,2021-10-20,False
transfer,ef30e609-69d5-4f2c-adb7-15ebd235c850,36568.06,85574.5,49006.44,49663.75,86231.81,France,Sean Lowe,Bank of America,HSBC,Larry Sanders,2021-07-10,False
cash_out,16163bf9-6708-4377-8046-5d68660748cc,46919.17,47347.2,428.03,27521.01,74440.18,France,James Moore,Bank of America,HSBC,Lori Rogers,2020-10-19,False
debit,eb8e4a66-dc01-4bf5-97e6-60b4e91cddab,12211.66,79557.26,67345.6,62559.86,74771.52,Singapore,Joshua Fletcher,Bank of America,UBS,Wyatt Francis,2020-07-29,False
debit,d19e80a5-4f7c-4de9-bd72-e7d06732f4e0,48934.01,131921.05,82987.04,51758.52,100692.53,USA,Heather Sutton,HDFC Bank,State Bank of India,Taylor Castillo,2024-12-07,False
cash_out,fcc75878-45bc-43d5-97da-c9b316114825,12897.95,24337.14,11439.19,6105.48,19003.43,Germany,Karen Warren,ICICI Bank,Wells Fargo,James Frazier,2021-01-02,False
cash_out,b056fa5a-4317-4be4-bf33-922b11ed5768,13224.03,19905.92,6681.89,78999.82,92223.85,USA,Aaron Woodward,Barclays,Deutsche Bank,Joseph Mason,2023-10-14,False
cash_out,eaa57e1f-4db9-4ac2-ba8f-80c3dd986c1a,25851.95,64980.03,39128.08,45038.6,70890.55,France,Riley Miller,Barclays,ICICI Bank,Sharon Cooper,2020-10-20,False
cash_out,4a629c5e-da2c-4852-8a19-0939dfc7ab26,32106.08,46971.53,14865.45,82643.78,114749.86,France,Deborah Williams,HDFC Bank,HDFC Bank,Fermin Mane,2021-12-10,True
transfer,85729173-24d8-43b3-b2e6-19ec3058d484,1253.76,81894.07,80640.31,47398.38,48652.14,Germany,Christine Mcclure,HSBC,HDFC Bank,Kyle Fox,2021-02-07,False
transfer,4f66a914-0563-4b30-8834-0d51a5c6c5ae,9621.02,91217.84,81596.82,69603.24,79224.26,USA,Christopher Lopez,Kotak Mahindra Bank,HDFC Bank,John Blair,2021-12-15,False
cash_out,06db51d3-731b-4edd-ab25-e1e9fa781472,31987.23,39609.81,7622.58,15556.86,47544.09,India,Elizabeth Mayo,Kotak Mahindra Bank,HDFC Bank,Ian Cunningham,2020-08-14,False
